798,810,770,0,0,0,943,710,127,0,0,0,183,48,151,2,0,641
800,809,773,0,0,0,941,703,130,0,0,0,191,48,156,0,0,651
797,815,775,0,0,0,944,704,130,0,0,0,187,48,153,0,0,642
802,816,771,0,0,0,941,711,123,0,0,0,186,49,154,0,0,650
799,816,777,0,0,0,945,705,126,0,0,0,198,46,154,0,0,645
795,804,774,0,0,0,939,710,133,0,0,0,191,50,157,0,0,643
803,818,768,0,0,0,938,705,128,0,0,0,186,46,153,3,0,643
799,811,781,0,0,0,940,704,130,0,0,0,190,42,149,0,0,649
1569,1985,1152,0,0,0,1391,725,131,0,0,0,192,47,162,0,0,665
1573,1984,1153,0,0,0,1391,725,131,0,0,0,193,47,164,0,0,660
1584,1987,1155,0,0,0,1394,735,143,0,0,0,206,58,169,5,0,665
1583,1989,1158,0,0,0,1403,743,144,0,0,0,208,61,164,3,0,665
1582,1989,1162,0,0,0,1409,738,142,0,0,0,205,54,169,3,0,663
1589,1996,1157,0,0,0,1408,737,139,0,0,0,197,63,172,6,0,661
1594,1995,1155,0,0,0,1402,737,142,0,0,0,208,64,171,3,0,660
1587,1990,1159,0,0,0,1401,743,144,0,0,0,210,61,168,2,0,664
1584,1988,1165,0,0,0,1409,743,141,0,0,0,208,58,165,6,0,662
1583,1997,1167,0,0,0,1410,738,140,0,0,0,204,59,171,6,0,664
1591,1998,1157,0,0,0,1405,736,144,0,0,0,208,62,175,1,0,662
1591,1991,1155,0,0,0,1397,735,144,0,0,0,208,60,170,3,0,661
1584,1986,1168,0,0,0,1395,722,144,0,0,0,205,60,171,5,0,658
1581,1998,1170,0,0,0,1399,710,137,0,0,0,203,56,174,5,0,658
1587,1994,1168,0,0,0,1397,714,135,0,0,0,204,62,174,5,0,661
1593,1993,1168,0,0,0,1393,720,144,0,0,0,208,62,173,6,0,658
1589,1990,1163,0,0,0,1400,725,143,0,0,0,208,59,172,6,0,661
1583,1993,1168,0,0,0,1405,720,137,0,0,0,207,57,170,8,0,663
1584,1996,1168,0,0,0,1399,714,134,0,0,0,202,60,174,5,0,663
1595,1997,1167,0,0,0,1392,706,138,0,0,0,206,64,176,9,0,662
1592,1993,1165,0,0,0,1391,709,143,0,0,0,208,62,176,5,0,665
1584,1984,1168,0,0,0,1395,714,144,0,0,0,206,59,170,7,0,666
1585,1993,1168,0,0,0,1399,709,138,0,0,0,199,61,174,9,0,667
1589,1997,1163,0,0,0,1393,704,137,0,0,0,202,64,176,3,0,668
1589,1994,1160,0,0,0,1391,707,144,0,0,0,205,64,175,9,0,672
1584,1991,1163,0,0,0,1392,707,142,0,0,0,208,58,174,5,0,669
1581,1991,1168,0,0,0,1397,708,137,0,0,0,199,59,175,6,0,670
1590,1998,1165,0,0,0,1395,706,138,0,0,0,199,59,176,9,0,671
1591,1993,1162,0,0,0,1390,706,144,0,0,0,207,64,174,3,0,668
1587,1990,1158,0,0,0,1394,711,141,0,0,0,208,62,174,5,0,672
1583,1989,1168,0,0,0,1398,713,139,0,0,0,203,60,176,6,0,667
1587,1994,1167,0,0,0,1396,709,132,0,0,0,201,59,176,6,0,667
1595,1986,1161,0,0,0,1393,706,130,0,0,0,201,62,176,4,0,676
1589,1989,1153,0,0,0,1392,717,144,0,0,0,208,60,169,5,0,666
1583,1990,1163,0,0,0,1401,720,138,0,0,0,205,58,174,5,0,671
1589,1991,1168,0,0,0,1405,719,139,0,0,0,199,58,171,10,0,665
1593,1995,1161,0,0,0,1402,720,142,0,0,0,203,62,176,6,0,661
1591,1990,1157,0,0,0,1399,727,144,0,0,0,204,64,170,1,0,662
1584,1986,1159,0,0,0,1405,733,140,0,0,0,208,58,168,4,0,664
1584,1995,1404,0,0,0,1455,747,155,0,0,0,395,57,165,21,0,475
1591,1999,1475,0,0,0,1456,741,153,0,0,0,384,59,169,17,0,452
1609,2013,1883,0,0,0,1829,976,222,0,0,0,1014,71,155,102,0,3
1601,2011,1887,0,0,0,1827,944,214,0,0,0,1022,69,158,103,0,3
1584,2004,1877,0,0,0,1811,921,204,0,0,0,1005,63,160,111,0,1
1605,2022,1882,0,0,0,1825,934,208,0,0,0,1012,74,161,107,0,0
1611,2014,1881,0,0,0,1821,928,211,0,0,0,1002,58,146,98,0,0
1583,2001,1873,0,0,0,1808,913,198,0,0,0,999,59,149,96,0,0
1579,2000,1873,0,0,0,1803,917,197,0,0,0,997,58,150,99,0,0
1580,2000,1872,0,0,0,1804,915,202,0,0,0,1001,58,149,97,0,0
1584,2000,1872,0,0,0,1808,913,201,0,0,0,1001,62,152,99,0,0
1589,2016,1925,19,0,0,1868,1021,230,0,0,0,1062,150,116,163,0,0
1602,2043,2117,435,0,0,2002,1373,345,46,0,0,1114,368,85,179,0,0
1611,2032,2023,0,0,0,1507,705,80,0,0,0,16,39,263,0,0,1298
1535,1274,0,0,117,1858,207,3,0,0,67,1806,2,263,0,0,1382,1690
1281,0,0,87,2155,1943,0,0,0,1,2427,1902,34,0,0,695,2015,1744
1518,884,0,0,73,1798,420,158,0,0,0,1224,0,58,206,0,71,1399
1589,1998,785,0,0,0,1509,816,112,0,0,0,564,29,113,0,0,368
1596,2000,467,0,0,658,806,275,0,0,0,750,0,54,194,0,145,1616
1520,1002,0,0,155,1865,240,3,0,0,15,1793,0,154,0,0,1278,1677
1499,336,0,0,799,1885,209,0,0,0,124,1815,0,175,0,0,1331,1681
1503,367,0,0,974,1885,192,0,0,0,291,1824,0,165,0,0,1360,1687
1522,1239,0,0,73,1779,509,159,0,0,0,1410,0,95,40,0,321,1617
1566,1961,57,0,0,1119,1006,406,0,0,0,134,0,28,186,0,0,1152
1593,2015,1425,0,0,0,1479,595,94,0,0,0,633,19,117,7,0,222
1616,2046,2099,0,0,0,1959,926,201,0,0,0,1056,45,80,177,0,0
1628,2079,2153,364,0,0,2062,1520,357,22,0,0,1290,373,57,171,0,0
1633,2087,2162,453,0,0,2076,1766,470,29,0,0,1290,384,62,149,0,0
1617,2047,2098,0,0,0,1969,1170,242,0,0,0,1052,46,96,99,0,0
1575,1981,487,0,0,496,1152,491,10,0,0,134,0,40,208,0,22,1266
1525,1729,0,0,55,1712,467,144,0,0,0,1459,0,103,11,0,891,1647
1494,429,0,0,971,1872,207,0,0,0,272,1814,0,199,0,0,1555,1699
1494,558,0,0,588,1859,145,0,0,0,33,1781,5,397,0,0,1201,1664
1559,1958,434,0,0,357,942,348,55,0,0,0,166,18,147,48,0,318
1615,2039,2081,283,0,0,2000,1177,275,25,0,0,1121,176,78,198,0,0
1570,1984,733,0,0,258,1126,494,42,0,0,0,17,48,210,0,0,1055
1530,1767,2,0,0,1488,289,158,0,0,0,1319,0,162,64,0,719,1612
1491,1161,0,0,168,1810,176,62,0,0,62,1602,9,230,0,0,1198,1643
1520,1634,0,0,16,1754,355,128,0,0,0,1319,0,77,143,0,176,1610
1535,1845,0,0,0,1661,415,157,0,0,0,1158,0,48,225,0,0,1371
1606,2032,1995,0,0,0,1921,897,192,0,0,0,1104,51,65,202,0,0
1646,2098,2189,1033,0,0,2105,2118,715,147,0,0,1338,594,65,109,17,0
1603,2032,2016,0,0,0,1662,772,128,0,0,0,51,41,187,0,0,1046
1535,1915,176,0,0,1392,461,231,0,0,0,899,0,75,222,0,80,1279
1575,1986,1242,0,0,0,1590,850,163,0,0,0,961,40,113,89,0,0
1610,2043,2085,0,0,0,1948,1054,213,0,0,0,1001,34,115,66,0,150
1599,2018,1904,0,0,0,1493,572,93,0,0,0,151,21,149,0,0,799
1606,2031,2000,0,0,0,1823,838,166,0,0,0,1017,37,105,125,0,0
1605,2029,2018,0,0,0,1843,835,164,0,0,0,877,27,128,44,0,272
1588,2000,1023,0,0,0,1295,459,56,0,0,0,50,21,161,0,0,869
1606,2030,1986,0,0,0,1839,815,161,0,0,0,1039,33,89,142,0,0
1621,2059,2086,0,0,0,1890,767,144,0,0,0,837,23,115,54,0,219
1635,2091,2156,208,0,0,2033,1219,259,0,0,0,1087,46,80,171,0,0
1637,2089,2150,176,0,0,2032,1195,256,0,0,0,1106,47,70,208,0,0
1639,2083,2147,186,0,0,2013,1072,221,0,0,0,1063,33,79,166,0,0
1635,2080,2150,225,0,0,2061,1425,357,19,0,0,1284,281,54,182,0,0
1647,2093,2163,434,0,0,2083,1570,389,29,0,0,1271,214,59,190,0,0
1598,2006,1341,0,0,176,752,270,4,0,0,46,0,48,306,0,0,1392
1584,1991,801,0,0,0,1299,475,80,0,0,0,885,27,103,134,0,0
1593,2009,1519,0,0,0,1455,543,99,0,0,0,747,23,113,76,0,157
1621,2047,2096,0,0,0,1971,999,210,0,0,0,1079,43,80,170,0,0
1629,2068,2131,314,0,0,2027,1254,289,0,0,0,1122,70,71,190,0,0
1613,2035,2011,0,0,0,1823,739,153,0,0,0,1011,25,94,137,0,0
1642,2081,2150,333,0,0,2057,1447,363,29,0,0,1275,302,60,173,0,0
1648,2106,2176,843,0,0,2096,1904,557,75,0,0,1328,400,50,121,0,0
1663,2128,2229,2074,0,0,2125,2367,889,210,0,0,1365,1169,64,89,115,0
1632,2071,2118,0,0,0,1966,842,176,0,0,0,1043,27,91,174,0,39
1596,2000,1118,0,0,14,1065,330,32,0,0,0,0,16,261,0,0,1134
1581,1979,425,0,0,871,672,240,0,0,0,64,0,17,257,0,0,1294
1608,2032,1941,0,0,0,1711,670,111,0,0,0,823,15,85,125,0,167
1634,2078,2137,304,0,0,2029,1143,247,2,0,0,1126,42,55,204,0,0
1650,2110,2192,1238,0,0,2102,1950,555,82,0,0,1318,379,45,140,14,0
1635,2075,2131,227,0,0,2013,996,208,0,0,0,1070,27,66,201,0,0
1606,2022,1802,0,0,0,1424,544,65,0,0,0,259,11,99,72,0,382
1648,2096,2166,722,0,0,2096,1936,581,88,0,0,1334,578,50,84,98,0
1670,2140,2251,2231,345,0,2150,2679,1351,430,64,0,1406,1914,157,69,176,0
1680,2158,2282,2309,720,0,2165,2741,2157,1968,462,0,1424,2157,426,103,79,0
1681,2158,2288,2310,808,0,2166,2743,2151,1903,411,0,1421,2148,418,95,80,0
